Time,Q_benz (L/min),Q_sulphuric (L/min),T_feed_in(celsius),T_prod_out (celsius),Q_steam (L/min),T_steam_in (celsius),mas_frac Product
2024/07/14 13:37,63.09586781,87.480298,24.393674,64.10753787,148.4664564,84.44598454,
2024/07/14 13:39,63.27007663,86.59035137,24.06820538,64.24223639,146.2949167,84.35816277,
2024/07/14 13:41,63.61627261,84.90518005,23.00431687,64.95932451,149.2771911,84.30262305,
2024/07/14 13:43,63.95388782,85.57760197,26.87361663,63.46364423,147.0645375,85.93493373,
2024/07/14 13:45,63.41859242,86.57964496,22.95993904,64.49475829,145.4178122,84.02670293,
2024/07/14 13:47,63.79981923,86.0482541,23.82802847,63.61811636,146.3441031,84.76550909,
2024/07/14 13:49,62.95815305,84.52660646,23.7464447,63.48683985,143.5331413,85.49506621,
2024/07/14 13:51,63.94304778,86.16964299,23.27693841,63.55680782,147.6965947,85.73490575,
2024/07/14 13:53,62.70938969,86.76787902,24.18604104,63.20182632,149.7033022,82.81185135,
2024/07/14 13:55,62.61521351,86.4141077,22.01554407,62.86214169,143.2764973,85.53924808,
2024/07/14 13:57,63.73430875,85.59216909,24.44154814,63.53127886,147.6534153,85.56810861,
2024/07/14 13:59,63.49689573,85.47275249,24.43854836,64.93343879,147.7000633,84.23269531,
2024/07/14 14:01,63.61671922,85.95377055,24.43852713,64.45466033,146.6836944,86.72956306,
2024/07/14 14:03,62.9671504,86.3947404,23.28326329,63.76867684,146.6592831,87.21799463,
2024/07/14 14:05,63.21234894,85.44957696,23.92614973,64.62219731,148.8150913,85.61313806,
2024/07/14 14:07,63.45039628,88.25015762,22.14576529,64.78955964,148.863013,86.457194,
2024/07/14 14:09,62.78436559,86.80711527,22.23530467,62.4458018,150.9876364,85.11517804,
2024/07/14 14:11,63.47226189,87.27476117,23.00309988,64.79177183,148.195401,83.16969737,
2024/07/14 14:13,63.81584082,86.15948962,24.19799278,62.78517657,145.0929178,84.70310642,
2024/07/14 14:15,62.78651442,85.41361606,24.1486461,63.74219147,148.4301954,83.52569014,
2024/07/14 14:17,63.44771111,84.87500443,23.02332376,63.65773052,146.5960921,84.32135098,
2024/07/14 14:19,63.21012708,86.19209942,23.41305633,63.46092881,146.85866,84.57857093,
2024/07/14 14:21,62.97767283,86.86083873,25.07157151,63.94711248,147.4339643,83.14587937,
2024/07/14 14:23,63.09011744,85.17839568,22.74894499,61.83171871,149.5456528,84.02052969,
2024/07/14 14:25,63.13561492,85.25918252,24.61889016,65.73215988,150.8146054,85.29398466,
2024/07/14 14:27,63.26561961,84.63770922,23.2311685,64.49818168,145.4258408,85.75008004,
2024/07/14 14:29,63.16969053,85.41143243,23.67481236,62.94694104,145.5611377,86.28899248,
2024/07/14 14:31,63.26347846,86.32346695,22.91350901,63.77092047,144.888772,82.69555008,
2024/07/14 14:33,63.33106313,85.98702966,23.5692913,62.67343554,144.9928245,85.03316047,
2024/07/14 14:35,63.39011839,85.57813784,23.13771535,64.42630051,146.9608769,85.18293198,
2024/07/14 14:37,62.43671182,86.4609152,24.58423823,64.99850917,144.7737395,85.03664928,
2024/07/14 14:39,63.21526345,85.54465112,22.58643434,63.2580711,144.2807715,85.12950229,
2024/07/14 14:41,63.89540452,85.61277466,24.39715685,64.61460836,146.7892394,83.90153774,
2024/07/14 14:43,63.52070801,86.90177532,20.78284877,61.57546818,145.4114774,83.78118852,
2024/07/14 14:45,63.32254572,87.09494692,24.37300438,66.54630689,146.7486591,83.59485505,
2024/07/14 14:47,64.77229372,86.45714506,22.75674146,63.21908262,144.8087071,85.55342014,
2024/07/14 14:49,62.87852636,86.66282423,24.35059675,62.86217081,144.2346318,84.82293664,
2024/07/14 14:51,63.62733177,88.0941899,25.08360757,62.31083897,149.7027338,83.83117762,
2024/07/14 14:53,63.59228058,86.91996354,25.09475276,62.5338495,145.4332169,85.60094546,
2024/07/14 14:55,64.23072108,87.73991485,24.74624857,65.86827427,145.9493488,85.19688305,
2024/07/14 14:57,63.79002065,84.92558481,24.10936796,63.39489889,145.1687963,84.1911728,
2024/07/14 14:59,64.00832255,85.25289282,25.02599661,63.96696242,147.4806387,84.29608917,
2024/07/14 15:01,63.35804077,87.06666931,24.31079722,64.9299093,150.2871016,84.98064436,
2024/07/14 15:03,62.61880179,86.06975795,23.27167743,63.84357353,148.1011474,85.42725526,
2024/07/14 15:05,63.48768258,86.31046225,24.63867532,64.7688592,145.7413203,83.32848353,
2024/07/14 15:07,62.53988862,84.54579764,23.78228145,64.2880264,145.6329912,85.97165321,
2024/07/14 15:09,62.91021434,85.8384222,24.76359717,65.46736963,147.8913471,82.03442918,
2024/07/14 15:11,62.41737812,84.83324143,25.87571867,63.08206248,147.6861883,82.73223146,
2024/07/14 15:13,62.62764223,85.91118115,24.59136462,62.6707054,148.7014848,83.22651924,
2024/07/14 15:15,62.95248631,84.83050252,24.25359417,63.18706531,150.0532078,85.25844809,
2024/07/14 15:17,63.09273575,86.54145162,26.31486723,65.20772638,150.8708352,84.01711459,
2024/07/14 15:19,63.52888665,85.9316619,23.65424748,63.94056162,144.2666037,86.84287074,
2024/07/14 15:21,62.66922754,84.11761362,23.24797685,63.62417159,150.9264158,87.02928532,
2024/07/14 15:23,63.66887791,85.98228816,23.06491809,64.19715302,149.952119,84.16518424,
2024/07/14 15:25,63.92868497,87.19868495,23.8944659,65.71775328,148.6574366,83.7905889,
2024/07/14 15:27,63.4243956,83.9550442,24.58362435,63.75234792,148.1362795,86.5882112,
2024/07/14 15:29,63.52583841,85.53120295,22.56936794,63.07470238,149.393228,84.01020122,
2024/07/14 15:31,63.20012443,85.72450545,24.91557175,62.93464529,142.5247119,84.55198275,
2024/07/14 15:33,64.3887335,86.86392121,23.29613777,64.72470838,146.6234565,84.6759766,
2024/07/14 15:35,62.65294741,84.68469169,23.93727349,64.36183142,148.7653547,84.4271154,
2024/07/14 15:37,63.70229376,87.54016408,25.88167345,62.56598167,147.8872376,85.5108087,
2024/07/14 15:39,63.06186861,84.27135187,25.02247627,62.73659022,148.065884,84.20621645,
2024/07/14 15:41,63.12704882,86.06030436,22.75872427,63.26564462,144.6450169,84.73276575,
2024/07/14 15:43,63.03117811,86.94196055,23.38756275,64.48840245,146.8858431,85.81000325,
2024/07/14 15:45,63.36043946,85.32256233,23.34214667,64.01446176,148.0025201,86.14790639,
2024/07/14 15:47,63.01221561,85.74070532,24.65249824,64.90568213,148.2577439,84.85971947,
2024/07/14 15:49,62.81526676,85.74436343,24.95408568,64.61913758,144.9515171,85.55445658,
2024/07/14 15:51,63.64079397,86.69882706,23.41672421,63.91274033,147.5625705,85.66370695,
2024/07/14 15:53,63.97228737,85.43520357,22.64835078,61.3535919,147.7543246,85.431265,
2024/07/14 15:55,63.39726715,85.44888698,23.72000283,64.61848755,147.9636912,84.85425775,
2024/07/14 15:57,62.84022114,83.55409454,23.79588161,64.16624715,146.4898737,83.33961511,
2024/07/14 15:59,62.78364394,86.57467202,22.80276033,64.26841159,147.2760761,85.20054671,
2024/07/14 16:01,63.3814329,85.00909999,23.6512729,63.89144265,145.4008813,86.11699923,0.52184739
2024/07/14 16:03,63.46832764,86.5679909,22.36994399,65.311849,151.481166,85.7109198,
2024/07/14 16:05,63.88459631,84.42765111,22.28891068,63.74726091,146.4685984,85.53062892,
2024/07/14 16:07,63.47669614,87.02723987,23.24097741,65.64790159,148.2384442,84.26931955,
2024/07/14 16:09,64.25324642,84.99768245,22.79020676,63.02205401,149.4172438,85.24797736,
2024/07/14 16:11,63.33134362,85.39011431,24.19531588,63.93407025,148.1386256,86.33743212,
2024/07/14 16:13,62.82754787,86.58491308,22.57188003,65.17363867,147.7733609,85.39206962,
2024/07/14 16:15,64.06976867,86.67682185,24.12214478,65.44752104,145.4552657,83.45607473,
2024/07/14 16:17,63.21009151,84.66828331,23.26433907,63.36687728,150.4400871,84.35092883,
2024/07/14 16:19,63.347311,86.26009906,23.27011545,63.96632731,145.753895,85.22548372,
2024/07/14 16:21,63.20093556,85.42472738,22.91821303,66.25371482,145.5773682,85.36233548,
2024/07/14 16:23,63.67591403,84.78854071,22.93001108,63.38866424,148.1298442,84.95925989,
2024/07/14 16:25,63.48726529,85.76719771,24.04051379,63.61446953,150.1549169,86.24581689,
2024/07/14 16:27,63.34202336,87.71951851,24.48149122,62.01399859,148.3904715,85.53529629,
2024/07/14 16:29,62.85659492,85.825287,23.23402484,61.97958713,145.8493667,85.23339472,
2024/07/14 16:31,63.34169488,86.38061003,24.53896445,64.68168864,148.0121674,84.02119394,
2024/07/14 16:33,63.81874601,86.21863415,24.03976453,64.85261916,148.4630431,84.85088992,
2024/07/14 16:35,64.07511844,86.97724824,24.53311449,63.47347233,149.5686417,84.19451088,
2024/07/14 16:37,63.34637106,84.35753422,24.93417244,64.44729599,150.4584812,84.66143613,
2024/07/14 16:39,64.42043394,86.49626507,22.21352115,65.01655461,147.8389867,85.40259623,
2024/07/14 16:41,62.88086632,86.01868681,22.99438246,62.11707502,148.0822256,86.60114309,
2024/07/14 16:43,63.68113391,84.71517532,24.67183919,64.98196831,146.4224817,85.609309,
2024/07/14 16:45,63.24125664,87.5772171,24.82817039,63.08125748,152.973875,86.69190166,
2024/07/14 16:47,62.79647883,85.19603473,22.59827175,66.2039148,151.0860955,85.73873981,
2024/07/14 16:49,63.41410499,86.04590221,24.00492816,64.26630511,150.0391503,87.22716326,
2024/07/14 16:51,63.30680469,87.14716989,23.9910943,62.95506845,147.8384016,86.38089738,
2024/07/14 16:53,63.25998753,86.06973816,23.13975696,64.09768736,149.5959834,85.73809174,
2024/07/14 16:55,62.74974144,85.68478593,26.54050547,65.74465045,146.6647728,86.22999196,
2024/07/14 16:57,62.73825619,85.1692531,24.65198887,65.41328208,147.3957592,84.44711841,
2024/07/14 16:59,63.49272658,85.51936521,22.85217049,63.32003488,148.8978793,85.74388699,
2024/07/14 17:01,63.49944642,87.60445865,22.21375299,63.63028215,150.3434121,85.1777688,
2024/07/14 17:03,63.03107905,86.08148758,24.11007123,63.4326019,150.6656041,84.07020561,
2024/07/14 17:05,62.72481898,84.72907559,24.57159031,63.85319664,150.6956523,84.99964275,
2024/07/14 17:07,64.00623818,85.82547435,23.52700962,63.68846111,146.1262301,86.57812896,
2024/07/14 17:09,63.05344194,84.54205545,23.27865232,63.89579918,148.7345051,82.88602083,
2024/07/14 17:11,63.02299199,86.96251454,22.60977595,63.51001011,145.6937515,85.17138147,
2024/07/14 17:13,64.03614074,86.74216957,24.80243542,64.82154734,147.8917695,84.32196351,
2024/07/14 17:15,63.36702395,87.8452172,25.05770196,63.91692597,148.2499495,84.75649164,
2024/07/14 17:17,63.64534101,85.70946177,23.34094886,65.28558469,146.5837543,85.20401678,
2024/07/14 17:19,63.55983194,86.18526646,24.20351673,65.40092226,148.2900152,83.94060229,
2024/07/14 17:21,64.09013116,86.55123319,23.3684048,64.23341274,149.8549844,86.30751954,
2024/07/14 17:23,64.12867767,87.67897392,23.11701548,63.45580474,147.7269842,84.49902163,
2024/07/14 17:25,63.22736077,83.99754002,22.9979741,63.85868987,145.7535139,85.46080829,
2024/07/14 17:27,63.06612642,85.74618034,24.35582123,63.31020519,148.8040326,82.806353,
2024/07/14 17:28,63.85106145,86.67375039,22.90951066,63.35901508,144.2247666,83.72684477,
2024/07/14 17:30,64.17061807,85.00162522,23.27914507,64.62875427,145.9819933,83.84195339,
2024/07/14 17:32,62.91006776,84.34633079,24.58922386,63.94082049,147.2714595,85.50583822,
2024/07/14 17:34,63.75505741,87.642762,24.66244694,63.25390222,149.8706976,85.86914601,
2024/07/14 17:36,62.62433031,85.38633747,23.83931431,63.25796757,149.1545521,84.55732119,
2024/07/14 17:38,63.70866776,87.97839433,23.38300118,63.16297217,147.0462513,86.29802115,
2024/07/14 17:40,63.01608257,84.92023211,23.28935273,65.24448079,149.3459699,86.62541758,
2024/07/14 17:42,62.91453515,85.83219728,24.04631566,63.96263692,147.3977473,86.95429337,
2024/07/14 17:44,62.74553493,86.02696469,23.42499702,65.37370962,150.4901101,85.93431531,
2024/07/14 17:46,63.48595004,83.7886713,24.15739063,64.79463536,146.7515832,84.37621625,
2024/07/14 17:48,63.36904655,84.98424394,22.77665234,62.24780748,150.0830982,86.15927229,
2024/07/14 17:50,63.66729355,85.7143612,23.8266142,63.95792392,149.5891962,85.13169805,
2024/07/14 17:52,63.79275563,86.60886639,24.1642903,65.24503645,143.5177489,86.93567188,
2024/07/14 17:54,63.99317981,87.13900684,23.0933929,63.87390387,147.6917397,85.68707839,
2024/07/14 17:56,62.6558654,85.94498022,24.82205568,63.78268622,148.7094791,85.75726149,
2024/07/14 17:58,64.53560873,85.88646657,23.24210412,63.06432362,150.0758462,85.41297471,
2024/07/14 18:00,62.95282125,87.30185889,23.78316148,63.69118324,145.918264,85.54487835,
2024/07/14 18:02,63.08970504,85.9440219,23.68292236,62.84413064,151.22834,85.1770947,
2024/07/14 18:04,62.61616442,86.03433259,24.87390996,63.83981427,147.8525016,84.50697101,
2024/07/14 18:06,65.12071449,86.82223645,23.28918195,63.74206772,146.3585656,83.12245535,
2024/07/14 18:08,62.90947269,85.95502531,24.04046912,64.68522179,146.5236764,82.99309956,
2024/07/14 18:10,63.72973186,85.5922623,23.68909758,62.49773719,146.6842701,86.35871918,
2024/07/14 18:12,62.82823071,84.91923029,25.53353795,64.74187956,148.3389765,85.83274995,
2024/07/14 18:14,63.96084252,86.11419432,23.96723714,62.98298772,144.6337867,84.94378858,
2024/07/14 18:16,63.84325012,85.94344837,24.80719763,63.96823313,144.5747831,85.82320106,
2024/07/14 18:18,61.88662447,88.9593906,23.18729246,63.98404431,149.0017718,85.4789435,
2024/07/14 18:20,63.20379426,85.60220656,26.08113439,63.96601001,148.617789,85.05490988,
2024/07/14 18:22,63.55673697,86.01790326,23.95996788,64.47846341,148.7944706,84.24166562,
2024/07/14 18:24,63.08808058,88.38761375,24.40036526,63.81492926,149.0721089,84.77032933,
2024/07/14 18:26,63.05451135,84.89074236,22.53486242,64.32761419,148.2254524,86.11862414,
2024/07/14 18:28,64.11470612,88.99031126,22.42639193,64.95734017,149.1131104,84.15081611,
2024/07/14 18:30,62.97112302,85.84181643,24.7051595,61.75647454,148.8875966,84.9501248,
2024/07/14 18:32,63.52804649,85.81696646,22.48985347,66.42551613,148.8634528,84.51500661,
2024/07/14 18:34,63.38134573,84.52605854,22.48670962,63.41686218,147.5152555,85.83377599,
2024/07/14 18:36,63.01613196,87.1144778,23.62184193,63.85278289,145.6465974,84.1950832,
2024/07/14 18:38,63.69532759,85.46098264,25.44380731,63.70227257,149.9294707,84.99158496,
2024/07/14 18:40,63.57970185,85.9691459,25.03606756,65.17794975,148.2310917,84.27991243,
2024/07/14 18:42,63.98094495,88.15125934,25.33046491,64.45780804,148.9224983,86.40343456,
2024/07/14 18:44,63.54670561,85.47235482,24.96447548,63.93277811,147.1299946,83.03912561,
2024/07/14 18:46,63.25519858,84.35086663,23.68149537,63.58761969,145.093246,83.99796365,
2024/07/14 18:48,63.16125517,85.53379853,23.91990836,62.52443033,144.741742,85.27753998,
2024/07/14 18:50,62.87570116,86.57798306,24.09970991,64.26136055,147.1097683,85.95810392,
2024/07/14 18:52,63.09940842,86.1330011,24.1233533,64.31659927,149.728762,86.53806229,
2024/07/14 18:54,63.47273616,85.23674033,24.80288458,64.19980818,146.3069858,84.75064946,
2024/07/14 18:56,63.04755887,86.72241522,21.37025893,64.12347249,147.3131009,83.98212944,
2024/07/14 18:58,64.13480673,86.0030601,21.67027831,65.20883303,150.4273856,85.00264591,
2024/07/14 19:00,64.30836725,84.26836035,24.60764111,64.28123859,145.2514188,86.77810557,
2024/07/14 19:02,63.17248519,85.34473566,24.07388829,64.76338634,150.4211985,85.07910835,
2024/07/14 19:04,63.56513695,87.71476496,26.18833567,65.05378149,152.4253298,84.69929699,
2024/07/14 19:06,62.95096003,86.01471129,23.91780748,63.90008032,146.807356,84.80792064,
2024/07/14 19:08,63.02566186,86.65109399,23.86813057,63.52110442,149.7109778,84.08652201,
2024/07/14 19:10,64.22710447,86.619811,23.44453737,64.88310133,149.5415782,85.83086678,
2024/07/14 19:12,64.16112146,86.89551828,23.85103678,64.78946919,144.9110701,86.13873777,
2024/07/14 19:14,62.67759649,85.81431181,24.25332033,63.65529972,150.9480157,86.55108556,
2024/07/14 19:16,62.89806244,86.48366128,24.1942837,63.70110538,148.9688933,84.1876109,
2024/07/14 19:18,63.51169276,86.64964845,24.5656932,65.14742652,147.9538526,86.0078383,
2024/07/14 19:20,63.40509286,88.74711388,24.09644827,62.48166294,149.1950799,84.60020909,
2024/07/14 19:22,63.07458475,85.6080712,23.63434358,64.0704018,147.4643394,84.97117211,
2024/07/14 19:24,62.93702808,85.9781781,22.79018802,,149.4689237,83.40996869,
2024/07/14 19:26,63.42027619,86.43529321,23.95348926,,151.1495276,85.25373255,
2024/07/14 19:28,63.54660943,86.90204339,25.5390809,,148.294974,85.96048639,
2024/07/14 19:30,63.63784109,86.9924909,23.64653048,,149.8550255,85.36308614,
2024/07/14 19:32,62.99177398,84.61621002,,,146.6283806,84.93290232,
2024/07/14 19:34,63.44892799,84.42486332,,63.32788997,147.144266,85.19100419,
2024/07/14 19:36,62.93641997,87.69591616,,65.32774014,148.2983329,84.22007874,
2024/07/14 19:38,62.54488241,86.45332575,,64.85031731,147.9075649,85.98558919,
2024/07/14 19:40,63.56606517,84.72476468,,64.98466555,147.0917785,85.68962765,
2024/07/14 19:42,62.47474319,86.17254523,,62.95209036,150.5837118,84.98314881,
2024/07/14 19:44,63.79230121,,,64.35537457,147.6689111,86.53753826,
2024/07/14 19:46,63.45159545,,,64.69970721,148.5449897,83.89794571,
2024/07/14 19:48,,,21.5838925,63.50884118,146.3703138,83.606987,
2024/07/14 19:50,,,22.26767282,65.897444,149.35986,85.93139506,
2024/07/14 19:52,,,23.27366131,65.54879987,148.3107401,84.87991149,
2024/07/14 19:54,,,23.85708945,64.44268584,149.1590766,85.71674536,
2024/07/14 19:56,,86.21723825,23.96264167,63.25540081,149.3148001,85.80603639,
2024/07/14 19:58,63.81331817,85.55974904,23.78861697,63.9392631,148.2594068,84.39202985,
2024/07/14 20:00,63.57858802,84.21550335,21.95312044,65.16609657,146.2271726,84.9272547,
2024/07/14 20:02,62.97243914,85.59504101,24.91305123,63.37581073,147.4977606,86.09514009,
2024/07/14 20:04,63.14464228,86.89234747,25.70328402,64.68476762,146.6907941,86.67485218,
2024/07/14 20:06,62.74698149,85.99553321,22.65850534,63.88392887,150.2591222,84.23032506,
2024/07/14 20:08,63.20603781,85.68371672,24.32164423,63.48019052,147.8737321,83.63752394,
2024/07/14 20:10,62.71981849,87.00025011,22.43351343,64.43700869,152.6846358,85.60527747,
2024/07/14 20:12,63.50624277,85.50447316,22.74225383,63.8770666,146.7448426,84.93452782,
2024/07/14 20:14,63.73431575,85.50703283,23.8066328,65.28008847,144.8524063,85.15755469,
2024/07/14 20:16,62.40645938,84.69092045,23.98057577,64.38382861,145.9087493,84.51490825,
2024/07/14 20:18,62.63257316,87.48160105,25.65095855,64.10890433,148.0158033,85.05368972,
2024/07/14 20:20,63.17953303,85.86116078,23.95759764,63.76065978,148.812075,84.18913226,
2024/07/14 20:22,63.81950244,85.79623344,23.80449274,63.64430703,147.1803949,85.46300989,
2024/07/14 20:24,63.1897528,86.22171425,23.94675555,62.37976298,146.570184,84.10136103,
2024/07/14 20:26,61.78534109,87.66108185,22.64483373,63.69601316,149.2989154,86.77169427,
2024/07/14 20:28,63.75925904,86.39056096,25.2942199,63.43655772,147.232256,83.96252449,
2024/07/14 20:30,63.40750487,86.977676,24.23508651,63.54226432,145.3858436,84.02822776,
2024/07/14 20:32,62.29321415,85.13173386,24.10618841,64.22016117,146.0084352,87.30362026,
2024/07/14 20:34,63.56648627,86.2265849,21.66555964,65.10725595,146.8248326,87.61823888,
2024/07/14 20:36,63.79852289,86.69690836,23.43548042,61.73467641,148.6828951,84.61482348,
2024/07/14 20:38,63.58363909,85.68305471,23.48350896,64.09843248,147.7272545,85.11051579,
2024/07/14 20:40,63.29414176,86.87630559,22.22835886,65.68779596,145.2537301,85.3625099,
2024/07/14 20:42,63.63909116,88.10043813,22.50504718,62.50828591,147.7817911,82.77492816,
2024/07/14 20:44,62.69085396,86.91005922,24.50907267,64.35268351,145.565181,85.10311286,
2024/07/14 20:46,63.12407937,85.60621732,24.20440925,62.63706591,148.3254798,84.08739452,
2024/07/14 20:48,63.29244998,85.52236912,22.98343165,63.5289956,146.2877466,85.69229143,
2024/07/14 20:50,62.97339516,85.98063316,23.48106263,63.43533039,147.4102335,84.68451967,
2024/07/14 20:52,63.5023802,86.24401076,23.24702769,63.6490948,147.111189,85.63461494,
2024/07/14 20:54,63.06099959,86.0833982,22.65552335,62.80295556,144.574522,85.68423784,
2024/07/14 20:56,63.98551017,85.94777878,24.10745456,64.52963161,151.1038676,84.50093833,
2024/07/14 20:58,63.05383342,85.78207602,23.44990244,64.63520988,144.7008401,83.8848832,
2024/07/14 21:00,62.98421312,85.14179376,22.25703494,65.59751971,148.3627968,85.8627353,
2024/07/14 21:02,62.16387721,85.54275233,22.02647911,63.24446431,151.0600944,86.40785775,
2024/07/14 21:04,62.95257154,86.73659465,23.16745357,60.95384732,146.9420086,87.88657171,
2024/07/14 21:06,62.33764882,85.83053552,23.47857715,65.80927524,147.0590607,85.02864649,
2024/07/14 21:08,62.95706665,86.22232716,23.29177707,63.88387122,149.9528113,85.34925892,
2024/07/14 21:10,63.74112397,86.01372147,25.6964491,63.07243443,148.8906248,84.7047915,
2024/07/14 21:12,63.66166327,84.52387174,22.67415559,63.63034838,144.4382135,85.48130701,
2024/07/14 21:14,62.82030328,85.04247694,23.93758203,64.44550398,149.6631164,85.53513007,
2024/07/14 21:16,63.45107589,87.30529964,22.84872206,63.3471765,149.6632129,83.58144157,
2024/07/14 21:18,62.54144376,87.44022825,23.58507303,62.75839523,146.9842707,86.29391907,
2024/07/14 21:20,63.69367933,86.81371043,24.39054605,65.9488628,149.9917513,85.47380865,
2024/07/14 21:22,62.4321556,86.16651579,23.05996232,62.91706261,148.9170202,84.71373535,
2024/07/14 21:24,63.06475563,83.65927331,23.70892823,64.27321375,147.077458,84.57306031,
2024/07/14 21:26,63.07183579,87.44619246,24.64792791,62.20507925,147.7346265,84.20971669,
2024/07/14 21:28,64.11025294,87.58280639,24.73039356,64.65816355,147.7831196,84.08959048,
2024/07/14 21:30,63.94601018,84.61303534,24.2995996,63.75605762,144.8529139,86.67381292,
2024/07/14 21:32,63.44592448,86.72699949,24.69920594,62.53845568,148.5862162,85.90174498,
2024/07/14 21:34,63.02646605,86.73515043,23.76653594,64.63544278,148.0445188,85.46201713,
2024/07/14 21:36,64.04752439,85.5834991,22.54009203,62.26162337,147.3714181,83.36698216,
2024/07/14 21:38,63.27381511,84.39022695,24.19579868,64.14400474,145.0005462,86.58787979,
2024/07/14 21:40,63.34788331,86.05572705,23.07796694,63.56572483,146.0902313,85.60715687,
2024/07/14 21:42,62.9709636,85.85712038,23.719685,63.98280161,147.4049205,85.76262495,
2024/07/14 21:44,63.0391639,87.90936885,25.27033773,64.39062029,147.9147501,86.07975173,
2024/07/14 21:46,63.14356467,86.56408508,23.84877366,63.53501313,149.6627318,85.97791574,
2024/07/14 21:48,62.15424034,86.88394923,23.00052068,65.06809842,150.3387284,87.11513215,
2024/07/14 21:50,63.38979289,85.80649684,22.54502016,64.09935292,145.5863597,85.13015646,
2024/07/14 21:52,63.62473014,87.72816509,23.73381323,62.33024999,147.41481,83.831213,
2024/07/14 21:54,63.81363928,85.15134109,23.38199185,63.8354016,148.2274566,87.2381807,
2024/07/14 21:56,62.70380453,87.14791365,23.71900009,63.66463288,146.7360663,85.14301624,
2024/07/14 21:58,63.44790467,86.4445385,22.21820459,65.20565223,149.626197,86.32233978,
2024/07/14 22:00,64.2804991,85.882682,23.05646874,63.71500562,146.4335845,85.5706603,
2024/07/14 22:02,63.08506275,86.02106606,24.16417642,65.97346761,148.0970483,83.73030298,
2024/07/14 22:04,63.91744706,86.88671848,22.58372633,63.55067938,145.9908684,85.38453901,
2024/07/14 22:06,63.80559987,84.59304232,23.77836134,65.9848774,151.9087318,88.36876948,
2024/07/14 22:08,63.08880314,85.21099542,23.02373457,63.68730817,146.6722948,85.2884801,
2024/07/14 22:10,63.2570792,86.51947421,24.42453903,65.6471866,145.9721683,85.23077425,
2024/07/14 22:12,63.09473218,85.08265003,22.9152002,63.56357481,146.1361869,85.19407657,
2024/07/14 22:14,63.01722273,86.14019778,24.89415334,64.1851499,148.95853,83.32540768,
2024/07/14 22:16,63.20083392,86.33278804,24.08587265,65.86430113,150.3007169,86.099899,
2024/07/14 22:18,62.21542711,86.29816428,25.4719215,62.86133698,145.0671526,86.79156119,
2024/07/14 22:20,64.64199937,85.14504915,22.78955163,66.2747129,147.5391685,83.94834098,
2024/07/14 22:22,64.14434174,87.00843371,25.15647608,63.52970426,145.2575232,83.7802862,
2024/07/14 22:24,63.52386896,84.98022748,23.85070942,62.71670422,149.6713158,86.09901427,
2024/07/14 22:26,63.52930791,85.65210006,23.15198819,64.65736475,144.2799885,85.85307683,
2024/07/14 22:28,63.50600555,86.25336769,24.92617144,63.56242752,148.0207155,85.63354033,
2024/07/14 22:30,63.26170232,85.52347488,24.06634736,64.90976436,147.0702413,85.91999031,
2024/07/14 22:32,62.92729402,86.3082422,22.18176168,66.83278758,151.4364095,84.80037409,
2024/07/14 22:34,62.95472069,86.59379392,23.5825693,63.24905642,147.5506153,85.97907761,
2024/07/14 22:36,63.06254854,85.09438803,24.76783586,64.10164087,149.3928196,84.01888858,
2024/07/14 22:38,62.91390337,84.40760939,21.56202192,65.34529941,147.0920997,86.19741616,
2024/07/14 22:40,63.05891499,85.38297768,24.09726126,64.21019923,149.4305278,85.88673483,
2024/07/14 22:42,63.55978252,87.7775906,23.2707013,64.69922897,147.0829579,84.1865035,
2024/07/14 22:44,63.49499753,83.44787665,24.29745032,65.79857843,148.2018828,84.37457492,
2024/07/14 22:46,63.85282168,86.62142552,23.62819733,62.90186536,145.7903719,84.06272836,
2024/07/14 22:48,63.25403306,86.4181015,22.12678012,64.92744483,146.576773,83.15867127,
2024/07/14 22:50,63.86001195,85.99791636,24.67636974,63.79397151,148.8470552,83.68027095,
2024/07/14 22:52,63.5551385,86.93711917,24.12627471,64.67284736,146.6583695,85.89276119,
2024/07/14 22:53,63.10576535,86.3073964,23.23469533,65.58045412,146.7372155,86.6679904,
2024/07/14 22:55,63.29277597,85.74714172,24.60280203,65.5611105,150.7720709,84.53259484,
2024/07/14 22:57,63.32472802,87.02787638,23.37806046,63.94518263,150.3735314,84.57746469,
2024/07/14 22:59,64.02087767,87.20472476,22.4899832,62.98387399,150.3545823,84.80520472,
2024/07/14 23:01,62.66178286,87.38702441,24.08739246,63.3994888,150.7324031,85.43688697,
2024/07/14 23:03,63.86250751,88.24612516,25.09078744,61.97938072,147.6863496,85.56514035,
2024/07/14 23:05,63.860602,84.07349494,23.90433844,64.80440372,147.6980352,87.14856609,
2024/07/14 23:07,64.08585152,84.87799835,24.57359011,64.84783758,149.3234521,86.29085629,
2024/07/14 23:09,63.49519416,84.98173724,23.18040148,64.31168786,145.4141278,85.40205174,
2024/07/14 23:11,63.00467378,86.57049112,24.24041294,64.35957737,148.2376865,85.21755528,
2024/07/14 23:13,63.66514079,85.95949567,23.01100109,64.08955672,146.6965895,84.85707192,
2024/07/14 23:15,63.09978688,85.82335373,23.42062226,64.58783895,153.030066,83.87382724,
2024/07/14 23:17,64.14705563,88.07324849,23.84300063,64.80420637,142.5962439,85.07810264,
2024/07/14 23:19,62.43789064,85.60538523,23.78653483,64.15827422,144.956354,83.48984506,
